text,label
គ្រួសារ បង ប្រុស បង ស្រី យឺត បាន តប អ៊ំ ស្រី ខ្ញុំ ធ្លាប់ លេង ទើប រៀបការ ម្តង ម្ហូប ជនជាតិ ពិតជា ពិបាក ហូប ប៉ុន្តែ ទទួលបាន ជាង ការហូប ឆ្ងាញ់,positive
ការទទួលទាន អាហារ ពេលព្រឹក ក្រៅពី រសជាតិ ឆ្ងាញ់ ផ្តល់ អត្ថប្រយោជន៍ ធ្វើឲ្យ មានអារម្មណ៍ ផងដែរ,positive
ខេត្ត ព្រំដែន ជាប់ ប្រទេស ថៃ អាជីកម្ម បន ល្បែង កាស៊ីណូ កំពុងតែ រីក ដុះដាល ខ្លាំង ប្រភព ចំនូល ដ៏ ខេត្ត,positive
ការដឹកនាំ រួមគ្នា ថ្នាក់ដឹកនាំ ប្រទេស ទំនាក់ទំនង ចិន - កម្ពុជា បាន ការអភិវឌ្ឍន៍ ខ្ពស់ បច្ចុប្បន្ន ស្ថិត សម័យកាល ដ៏ ប្រវត្តិសាស្ត រ,positive
ហ័ន រ៉ាវុធ រស់ ភូមិ តានី ឃុំ រុន តា ឯក ប្រាប់ វីអូឌី គម្រោង អភិវឌ្ឍន៍ ភូមិ ធម្មជាតិ រុន តា ឯក បាន ធ្វើឱ្យ ប៉ះ ពាល់ ដី អាស្រ័យ ផល ២៣គ្រួសារ ដី ស្រែ ៨២៤៥ ហិក តា ប៉ុន្តែ ក្រោយពី អស់សង្ឃឹម ការទទួលបាន យុត្តិធម៌ រឿង ជម្លោះ ដីធ្លី អ្នកភូ មិចំនួន ១៣គ្រួសារ បាន សម្រេចចិត្ត ទទួលយក សំណង បង្ខំ បច្ចុប្បន្ន នៅសល់ ពលរដ្ឋ ១០គ្រួសារ ប៉ុណ្ណោះ មិន ព្រម ទទួលយក,negative
កងកម្លាំង រុស្ស៊ី បាន ចាប់ ទីក្រុង លីម៉ាន អ៊ុយក្រែន កាលពី ខែឧសភា បាន ប្រើប្រាស់ ជា មជ្ឈមណ្ឌល ដឹកជញ្ជូន ប្រតិបត្តិការ ភាគ ខាងជើង តំបន់ donetsk,neutral
និយាយ លោកគ្រូ ញាណ យល់ការណ៍ ជាក់ច្បាស់ អំណាច កាន់ធម៌ សច្ចៈ បាន ជ្រាប ហេតុ យាយ តា ប្រាថ្នា មហា ទាន ភិក្ខុ សាមណេរ ប្រជុំ ប្រាប់ យប់ នាំគ្នា បោស សំអាត វត្ត ដោត ទង់ ស៊ុម រុងរឿង ព្រឹក មហា ទាន ចូលមក វត្ត ធ្វើឱ្យ គួរ សម មហា ទាន,positive
តាមរយៈ ទង្វើ ក្រុម ប្រឆាំង ទណ្ឌិត សម រង្ស៊ី ជា អ្នកនយោបាយ ចាញ់ ចាស់ វស្សា ជា អ្នកនាំមុខ អ្នកវិភាគ ចៅ ចាក់ ស្មុក ទាញ សេចក្តីសន្និដ្ឋាន ដូច ខាងក្រោម៖,neutral
បច្ចុប្បន្ន ក្រៅពី ទំនាក់ទំនង ការទូត ពាណិជ្ជកម្ម ជាមួយ ប្រទេស ជាច្រើន ពិភពលោក កម្ពុជា បាន ចុះ កិច្ចព្រមព្រៀង ផ្នែក ពាណិជ្ជកម្ម ជា លក្ខណៈ ទ្វេ ភាគី ពហុ ភាគី ជាមួយនឹង ដៃគូ កិច្ចព្រមព្រៀង ពាណិជ្ជកម្ម សេរី ទ្វេ ភាគី ជាមួយ ចិន ccfta កិច្ចព្រមព្រៀង ពាណិជ្ជកម្ម សេរី ទ្វេ ភាគី ជាមួយ កូរ៉េ ckfta ព្រមទាំង កិច្ចព្រមព្រៀង ភាពជាដៃគូ សេដ្ឋកិច្ច ជ្រុងជ្រោយ តំបន់ rcep,positive
ចេះ ក្លាហាន សារភាព យឺត បន្តិច ពូឯង ដឹង ទឹកភ្នែក ស្រក់ ចូល កែវ ស្រា អង្គុយ ម្នាក់ឯង ឯកា ទទួលខុសត្រូវ,positive
ប៉ុន្តែ ទោះជា ការបង្កើន បរិមាណ លក់ ជប៉ុន មិន ជា រឿង ងាយស្រួល,negative
jerry konter ប្រធាន សមាគម ជាតិ អ្នកសាងសង់ គេហឋាន nahb បាន និយាយ ថា៖ ជាមួយ សេតវិមាន គន្លឹះ ការដោះស្រាយ បញ្ហា លទ្ធភាព ទិញ ផ្ទះ ប្រទេស សាងសង់ ផ្ទះ,positive
តែងតែ បរាជ័យ ជារៀងដរាប,negative
ប្រាក់ ឈ្នួល កម្ពុជា ជាង ប្រាក់ ឈ្នួល ប្រទេស ចិន,negative
ជា បាន នាម ជា កូន,positive
បាន គំហុក កាលពី អំឡុង ខែឧសភា ឆ្នាំ មុន បណ្តាល ការបិទ ខ្ទប់ រដ្ឋាភិបាល ទប់ស្កាត់ ការឆ្លង រាលដាល កូវីដ ១៩,negative
ប្រសិនបើ បំណង បង្កើន អាហារ ប្រឆាំង អុកស៊ីតកម្ម ទទួលទាន ផ្លែ ឈើ បន្លែ ចម្រុះ ឲ្យបាន ច្រើន ៧ ១០ មុខ ជារៀងរាល់ ថ្ងៃ ជាជាង ការពឹងផ្អែក សារជាតិ អាហារ,neutral
តែងតែ មើល ឃើញ អ្នកដទៃ ៗ ប្រសើរ ជាង មើលឃើញ ឯង អន់ ថយ,negative
បារម្ភ ប្រសិនបើ គ្រោះអាសន្ន ភ្លើង ឆេះ ផ្ទះ ជាដើម មិន ដឹង ជួយសង្រ គោះ ពលរដ្ឋ បែប ទេ,negative
ភ្នំពេញ ក្រុមហ៊ុន dbd engineering plc ចុះបញ្ជី ផ្សារ កំណើន ផ្សារ មូលបត្រ កម្ពុជា csx ជា ក្រុមហ៊ុន វិស្វកម្ម ពហុ បំណង សំណង់ ស្រុក បាន រាយការណ៍ ការធ្លាក់ចុះ ប្រាក់ ចំណូល ត្រីមាស ១ ឆ្នាំ ការធ្លាក់ចុះ សកម្មភាព ទីផ្សារ សំណង់ អចលន ទ្រព្យ,negative
ចៅ ពញា ភក្តី សង្គ រាម ហុក ព្រះរាជ បញ្ជា ហើយក៏ សន្យា ព្រះជ័យ ជេដ្ឋា ៧ ថ្ងៃ ឲ្យបាន សម្រេច សូម ព្រះអង្គ ឲ្យ ទ័ព ចាំ,neutral
មិន ការទុកដាក់ ត្រឹមត្រូវ លក្ខណៈ បច្ចេកទេស ទេ វ៉ាក់សាំង ក្លាយទៅជា មេរោគ កាច សាហាវ បំផ្លាញ ជីវិត មនុស្ស ផងដែរ,negative
ពលរដ្ឋ យល់ វិបត្តិ កូវីត១៩ ទើប ធូរស្រាល ចូល វិបត្តិ ប្រេង ទំនិញ ទីផ្សារ តម្លៃ ថ្លៃ ប្រសិនបើ ការផ្ទុះ ជំងឺ អុត ស្វា ពួកគាត់ ជីវភាព ខ្វះខាត កាន់តែ ធ្ងន់ធ្ងរ,negative
បន្ត វិស័យ សំណង់ កម្ពុជា ពិសេស សំណង់ ធំ ៗ សម្ទុះ ឡើងវិញ ការធ្វើដំណើរ វិនិយោគ ភ្ញៀវ ទេសចរ ច្រើន ដូច មុនពេល វត្តមាន ជំងឺ កូវីដ ១៩,positive
កន្និថា មិន អត់ លុយ ទេ 10000 20000$ សុផល មិន បាច់ បង្ហាញ ច្រើន ដាក់ ពាក្យ បណ្តឹង តុលាការ ស្រាវជ្រាវ,positive
មិន ប៉ុណ្ណឹង ទិញ រថយន្ត ប្រណិត ម៉េក សឺដេស ម្តង ២ គ្រឿង ឥឡូវ លេច ដំណឹង រៀបចំ បន្ទប់ ពិសេស ចំណាយ ជាង ១០ម៉ឺន ដុល្លារ ថែម,positive
សំដៅ ការប្រឈមមុខ ដាក់ នុយក្លេអ៊ែ បង្កឡើង សហភាព សូវៀត ដាក់ មីស៊ីល គុយ បា ចម្ងាយ ដ៏ សហរដ្ឋ អាម៉េរិក បៃ ឌិន បាន និយាយ ជា ចាប់តាំងពី វិបត្តិ មីស៊ីល គុយ បា ពួកយើង ការគំរាមកំហែង ផ្ទាល់ ការប្រើប្រាស់ អាវុធ នុយក្លេអ៊ែរ សា ជា,negative
ប្រាកដជា ព្យាយាម ភ្លេច ខ្ញុំ អនុស្សាវរីយ៍ ពួកយើង មិន ស្រលាញ់ អភេទ ទេ សាសនា ដ៏ តឹងរឹង,negative
រៀន ចប់ ខ្វល់ខ្វាយ ការងារ ការងារ ការងារ ផ្គត់ផ្គង់ គ្រួសារ ទេ,negative
អារម្មណ៍ តានតឹង ខ្លាំង ធុញ ថប់ តប់ប្រមល់ ការងារ អ្នកជ្រៀត ជ្រែក មុខ មុខ ចៅហ្វាយ ស្តីបន្ទោស,negative
ដឹង អត់ មិន បាន គេង ទេ ខំ រក វិធីសារភាព ដាក់ បែរជា ដេញ ពិតជា ខូចចិត្ត អត់ រស់ ទេ ស្រលាញ់ ក្មេង ឌឺ ទើប មិន ស្លាប់,positive
និយាយ ឪពុក ព្រះគោ ព្រះកែវ បាត់ កូន មិន ឃើញ ត្រឡប់មក កន្លែង ដើម ខំ ស្រែក មិន ឃើញ,negative
ប្រជាពលរដ្ឋ ឃុំ ស្ទឹងត្រង់ បាន សម្តែង ក្តីបារម្ភ ខ្លាំង ផល ដំណាំ ប្រសិនបើ ភ្លៀង បន្ត ធ្លាក់ បែប ពោត ក្រហម ដំឡូង មី ជា ប្រភេទ ដំណាំ មិន ត្រូវការ ទឹក ជោគជាំ ពេក ទេ,negative
ជា ពាន សមិទ្ធិផល កាលពី ឆ្នាំ ២០២១ ធនាគារ កាណាឌីយ៉ា បាន ឈ្នះ ពានរង្វាន់ ធនាគារ សហគ្រាស ធន តូច មធ្យម កម្ពុជា asiamoney,positive
ក្រុមហ៊ុន បច្ចេកវិទ្យា បាន និយាយ ជា ការអាប់ ដេត សុវត្ថិភាព ៗ ណែនាំ អ្នកប្រើប្រាស់,positive
ដើម្បីឲ្យ ការងារ កាយ រិទ្ធិ កម្ពុជា ខេត្ត ប្រព្រឹត្តទៅ រលូន ឯកឧត្តម បណ្ឌិត បាន ផ្តល់ អនុសាសន៍ ដូច ខាងក្រោម៖,positive
មិន តែងតែ និយាយ ទេ,negative
ប្រភព ដឹង បញ្ហា បាន ប្រាប់ រ៉យ ទ័រ សហរដ្ឋ អាម៉េរិក ជំរុញ អ្នកផលិត opec+ ជៀសវាង ការកាត់បន្ថយ ខ្លាំង ខណៈ ប្រធានាធិបតី សហរដ្ឋ អាម៉េរិក ចូ បៃ ឌិន joe biden សម្លឹងមើល ការទប់ស្កាត់ ការកើនឡើង តម្លៃ ប្រេងសាំង សហរដ្ឋ អាម៉េរិក,positive
សម្រាក ហ្នឹង លេង ហ្នឹង,neutral
ស្រូវ អង្ករ ពេលនេះ ជា ផលិតផល បាន ធ្វើឱ្យ ការចូលរួមចំណែក វិស័យ កសិកម្ម ផលិតផល ស្រុក gdp កើនឡើង ៦០ ភាគរយ,positive
រដ្ឋមន្ត្រី ក្រសួង សុខាភិបាល តួកគី fahrettin koca បាន សរសេរ បណ្តាញ សង្គម ធ្វីត ធើរ មនុស្ស ២៨ នាក់ បាន ស្លាប់ បាត់បង់ជីវិត ឧបទ្ទវហេតុ ខណៈ ក្រុម សង្គ្រោះ បន្ទាន់ បាន ជួយសង្គ្រោះ មនុស្ស ៥៨ នាក់ អណ្តូង រ៉ែ កើត ហេតុ,negative
ធាតុ ផ្សំ ចម្បង ធ្វើឱ្យ វិស័យ កំណើន ខ្ពស់ បែប ស្ថិរភាព នយោបាយ កំណើន សេដ្ឋកិច្ច ភាពរឹងមាំ ភាពធន់,positive
តាមរយៈ ការចុះ ផ្សព្វផ្សាយ ការសាទរ ពីសំណាក់ ភាគី និយោជក ម្ចាស់ សហគ្រាស គ្រឹះស្ថាន ភាគី បងប្អូន កម្មករ និយោជិត ពួកគាត់ បាន បង្ហាញ ភាពពេញចិត្ត សប្បាយរីករាយ រាជ រដ្ឋាភិបាល បង្កើត របប សន្តិសុខ សង្គម ផ្នែក ប្រាក់ សោធន ព្រមទាំង បាន ស្ម័គ្រចិត្ត ការចូលរួម បង់ ភាគ ទាន ជា ទទួលបាន អត្ថប្រយោជន៍ ចូលនិវត្តន៍,positive
ខ្ញុំ មិន សូវ ចេះ ហែលទឹក ទេ,negative
ភាពក្លាហាន មិន សុទ្ធតែ កំណើត ទេ ប៉ុន្តែ ជា សមត្ថភាព មនុស្ស វឹកហាត់ បាន,positive
ឋាន ព្រះច័ន្ទ អមនុស្ស រស់ ទេ ដោយសារ ទឹក បរិយាកាស ជា ភព ស្ងួត ខ្យល់ អមនុស្ស គ្រាន់តែ បាន ៗ បើសិនជា ហ្នឹង តែម្តង អត់ រស់ បាន ទេ,negative
យូរ ៗ អាចនឹង បោះបង់ ផែនការ ចោល ការងារ អ្នកកាន់តែ រវល់,negative
សូម រៀន រស់ ជាមួយ ឯង សិន មុនពេល ប្រាថ្នា ដំណើរ ជីវិត ជាមួយ ដ្បិត មិន ចេះ រីករាយ ម្នាក់ឯង ច្បាស់ជា ដឹង របៀប ធ្វើឱ្យ អ្នកដទៃ រីករាយ នៅក្បែរ,positive
មិន បាន ច្រើន គោលការណ៍ ចង់បាន បាន តិច ការធ្វើ បាតុកម្ម ត្រូវតែ តែម្តង បើសិនជា សប្តាហ៍ មិន បាន សប្តាហ៍,positive
ខ្ញុំ ពិតជា រីករាយ បាន អាន សៀវភៅ បង,positive
តាមរយៈ ការនិទាន រឿង ដ៏ អានុភាព សកម្មភាព ចាប់ ដៃ សកម្មភាព គ្រូ ទាក់ទាញ ចំណាប់អារម្មណ៍ សិស្ស,positive
សមិទ្ធិផល វិស្វកម្ម សតវត្សរ៍ ២០ បាន បង្កើត ពិភពលោក ស្គាល់ ថ្ងៃ,positive
ទាក់ទង តួនាទី គណបក្ស កុម្មុនីស្តិ ចិន លោកជំទាវ បាន លើកឡើង ថា៖ ពាក់ព័ន្ធ តួនាទី គណបក្ស កម្មុយនីស្ត ចិន ខ្ញុំ យល់ឃើញ គណបក្ស បាន ដើរ តួនាទី ការរក្សា សុខ សន្តិភាព សុខុដុមរមនា ការអភិវឌ្ឍ ឆាប់រហ័ស សង្គម ចិន,positive
លើកលែងតែ ប៉ែក រង ឥទ្ធិពល ខ្សោយ ប្រព័ន្ធ សម្ពាធ អូសបន្លាយ កាត់ ខាងត្បូង ដី សណ្ត មេគង្គ,positive
ជា លទ្ធផល អង្គប្រជុំ ព្រឹក ក្រុមប្រឹក្សា ច្បាប់ រាជ រដ្ឋាភិបាល កម្ពុជា បាន ត្រួតពិនិត្យ ពិភាក្សា កែសម្រួល សេចក្តីព្រាង អនុក្រឹត្យ ជំពូក ទី២ សម្រេច រៀបចំ ផែនការបន្ត កិច្ចប្រជុំ,positive
ទន្ទឹមនឹង រាជ រដ្ឋាភិបាល រំពឹង វិស័យ ល្បែង ពាណិជ្ជកម្ម កម្ពុជា កាន់តែ រីកចម្រើន តាមរយៈ ការទាក់ទាញ វិនិយោគ ធំ ៗ ធ្វើឱ្យ ការប្រមូល ចំណូល កើន ឡើងវិញ នា ខណៈពេល ជាង ២ឆ្នាំ ចំណូល វិស័យ កាស៊ីណូ បាន ខ្លាំង ៕,positive
ឃើញ រយៈពេល កន្លងមក ការបិទ ប្រទេស អាសន្ន ដោយសារ ជំងឺ កូវីដ១៩ ហ្នឹង ធ្វើឱ្យ ខ្ញុំ ហ្នឹង ជា កម្មករ ក្រៅ ប្រព័ន្ធ ពលរដ្ឋ ហ្នឹង ស្ទើរតែ ដាច់ខ្យល់ ម្តង ៗ ដោយសារ អត់ រក ចំណូល បាន ចំណាយ ច្រើន,negative
បាន ផ្សព្វផ្សាយ ផលិតផល ឥណទាន កម្មវិធី ពិសេស រាជ រដ្ឋាភិបាល ដំណាក់កាល ទី២ នា ថ្ងៃទី ២១ ខែមីនា ឆ្នាំ ២០២២ គម្រោង ហិរញ្ញប្បទាន ពិសេស រាជ រដ្ឋាភិបាល,positive
ទើប ជា ទំនាក់ទំនង គង់វង្ស យូរអង្វែង គួរឱ្យ ស្ញប់ស្ញែង ខ្ញុំ,positive
មន្ទីរ បញ្ចកោណ បាន លើកឡើង ថា៖ តម្រូវការ សមរភូមិ វិវត្ត អ៊ុយក្រែន សហរដ្ឋ អាម៉េរិក បន្ត ធ្វើការ ជាមួយ សម្ព័ន្ធមិត្ត ដៃគូ ផ្តល់ឱ្យ អ៊ុយក្រែន សមត្ថភាព ៗ ត្រូវការ,positive
គ្រាន់តែ ជា ការផ្លាស់ប្តូរ សាមញ្ញ ៗ ទាក់ទង របៀប រស់ របៀប ថែរក្សា សម្រស់ ឲ្យ ភាពស្រស់ស្អាត ជាពិសេស តែម្តង បាន,positive
តាមពិត លក្ខណៈ ពិសេស ភ្នំ ភ្លើង មិន ជា ការបង្ហូរ ភក់ ល្បាប់ ចាក់ ចូល លំនៅឋាន ប្រជាពលរដ្ឋ រស់ ទេ ជា ការបង្កឲ្យ ប្រព័ន្ធ ដឹកជញ្ជួន ផ្លូវ អាកាសកកស្ទះ តែម្តង ផ្ទុះឡើង,negative
យ៉ាងណាមិញ មិន ការអត្ថាធិប្បាយ ភ្លាម ៗ រុស្ស៊ី,negative
សម្តេច តេជោ បាន បន្ត ពេលនេះ បាន ពិនិត្យ បន្ត ជា ការរំលឹក មិន ផ្តេសផ្តាស់ ខុសពី ច្បាប់ កម្ពុជា ទេ បើសិន ច្បាប់ មិន ញញើត ជាមួយ ការប្រើ ច្បាប់ រំលាយ គណបក្ស ចោល ប៉ុន្តែ ភស្តុតាង ច្បាស់លាស់ សូម រំលឹក,positive
ឆ្លៀត ឱកាស នួម ឆៃ បាន សំណូមពរ បងប្អូន ប្រជាពលរដ្ឋ ចូលរួម ទស្សនា កម្មវិធី បុណ្យ អុំ ទូក ប្រព្រឹត្តទៅ ចាប់ពី ថ្ងៃទី ០៩ ទី១០ ហើយក៏ សូម អំពាវនាវ បងប្អូន ការចូលរួម ប្រុងប្រយ័ត្ន សុវត្ថិភាព ពាក់ព័ន្ធ បញ្ហា ជំងឺ កូវីដ១៩ ចូលរួម ពាក់ ម៉ាស់ ៕,positive
វិនាទី ដើរ ចូល បន្ទប់ សម្រាល ត្រកង កូន ជា ជា ពេលវេលា ឈានចូល ទំព័រ ជីវិត នាម ជា ឳពុក ម្តាយ,positive
តាមពិត ប្រជាជន មីយ៉ាន់ម៉ា ភាគ ច្រើន បាន អរគុណ សម្តេច តេជោ ហ៊ុន សែន នាយក រដ្ឋមន្ត្រី គំនិត ដ៏ ឈ្លាសវៃ ប្រកបដោយ គតុ បណ្ឌិត ការហ៊ាន ប្រឈមមុខ ខិតខំ ប្រឹងប្រែង រក ដំណោះស្រាយ ស្ថានភាព ប្រជាជន មីយ៉ាន់ម៉ា ប្រៀបធៀប ទៅនឹង ស្ថានភាព ប្រជាជន កម្ពុជា អំឡុង ទសវត្សរ៍ ១៩៧៥ - ១៩៧៩ ខុសគ្នា ស្រឡះ,positive
មេដឹកនាំ បច្ចេកទេស អង្គការ សុខភាព ពិភពលោក ទទួលបន្ទុក បញ្ហា កូវីដ ១៩ លោកស្រី maria van kerhove បាន ប្រាប់ ទៅកាន់ អ្នកសារព័ត៌មាន ករណី រាយការណ៍ អង្គការ សុខភាព ពិភពលោក ដឹង ការប៉ាន់ស្មាន មិន ជាក់ស្តែង,negative
ក្តីកង្វល់ ប្រជាពលរដ្ឋ បែប កើតឡើង ជនជាតិ នីហ្សេរីយ៉ា ក្រសួង សុខាភិបាល ចាប់ខ្លួន សង្ស័យ បាន ឆ្លង ជំងឺ អុត ស្វា អាហ្វរិក monkeypox ស្នាក់ កម្ពុជា,negative
ដំណោះស្រាយ ធានារ៉ាប់រង អាយុជីវិត គ្របដណ្តប់ លក្ខខណ្ឌ ២៦ ជម្ងឺ ធ្ងន់ធ្ងរ ប្រតិបត្តិការ វេជ្ជសាស្តរ ប្រទេស កម្ពុជា បរទេស,neutral
loke បាន មានប្រសាសន៍ ថា៖ រឿង ដ៏ រីករាយ ពេលនេះ ប្រជាជន កម្ពុជា បាន យល់ដឹង កាន់តែ ច្រើន អត្ថប្រយោជន៍ ធានារ៉ាប់រង អាយុជីវិត ជា ផ្នែក ការការពារ ផ្នែក ហិរញ្ញវត្ថុ គ្រួសារ ៕,positive
ខាត អាទិត្យ មិន ឈប់ ទេ,negative
ឆាក ជីវិត មនុស្ស រូប តែង ប្រាថ្នា មិន ជួប មិន ឃើញ រឿង មិន រឿង អាក្រក់ កើតឡើង ឯង ក្រុមគ្រួសារ មនុស្ស ជា ទីស្រឡាញ់,positive
ការជ្រើសរើស ផ្អែក ការស្ទង់ មតិ រស់ ទីក្រុង អ្នកជំនាញ តំបន់ 20000 នាក់ បាន ស្នើសុំ ដាក់ ចំណាត់ថ្នាក់ កន្លែង ដ៏ អស្ចារ្យ ការកម្សាន្ត អាហារ វប្បធម៌ សហគមន៍,positive
កុំ ចំណាយ ពេលវេលា រង់ចាំ មិន ខណៈ រង់ចាំ ទីបំផុត ខាតបង់ ពេលវេលា រំពឹង កម្លាំង បន្ត ដំណើរ មុខ ទេ,positive
និយាយ ថា៖ ចំណុច ប្រសិនបើ គជប ប្រតិកម្ម ដំណោះស្រាយ ការពារ ទេ ធ្វើឱ្យ ការបោះឆ្នោត ឆ្នាំ ២០២៣ កើតឡើង មិន ប្រក្រតី ទេ,negative
មិន ជា ការភ្ញាក់ផ្អើល ទេ - ការត្រួតពិនិត្យ តួ ធ្វើឡើង យ៉ាងហោចណាស់ ឆ្នាំ ម្តង សារៈសំខាន់ ជា ចាំបាច់ ថែទាំ សុខភាព ឲ្យ ស្ថិត ស្ថានភាពល្អ ប្រសើរ ថែមទាំង បង្កា ជំងឺ នានា អនាគត ផងដែរ,positive
ជា ការពិត អ្នកស្រាវជ្រាវ វិទ្យាស្ថាន ស្រាវជ្រាវ នយោបាយ ម្ហូប អាហារ អន្តរជាតិ ជឿ ចំណីអាហារ អាស៊ី ភាគ ច្រើន ប្រមូលផ្តុំ ប្រភេទ រុក្ខជាតិ ជា គ្រាប់ គ្រាប់ អង្ករ មើម ជាតិ ម្សៅ ដំឡូង សណ្តែក កួរ សណ្តែក គ្រាប់ បន្លែ ផ្លែ ឈើ ដទៃ សុទ្ធតែ ផ្តល់ សារធាតុ ការពារ ប្រឆាំង ជំងឺ ធ្ងន់ធ្ងរ ជា ច្រើន,positive
ព្រះរាជអាជ្ញា ទារ ពន្ធ មើល ឃើញ ដុំ មាស បុរស ថ្ម ជើង ក្រាន ឲ្យ បុរស មាស ៣ដុំ បង់ ពន្ធ បុរស ជំពាក់ រាជការ,neutral
ក្រមុំ ព្រមព្រៀង សុខចិត្ត ធ្វើជា ប្រពន្ធ អាឡេវ,positive
បុគ្គល ហ្នឹង សមត្ថភាព ដូច បង ស្រី ទើប ចេះតែ រក កំហុស កំហុស ឯង មិន ច្បាស់,negative
យូរ ខែមីនា ឆ្នាំ ២០២៣ ផ្តល់ ជូន វិភាគទាន ៥០០០ ក្បាល,positive
អ្នកនាំពាក្យ រដ្ឋបាល រាជធានី ភ្នំពេញ ម៉េត មាស ភក្តី បាន វីអូឌី ដឹង តាមរយៈ តេឡេក្រាម ស្មារតី ប្រជុំ កាលពី ថ្ងៃទី ៤ ខែតុលា ឆ្នាំ ២០២២ ក្រុម យុវជន បាន ចូលរួម ពិភាក្សា បាន ឯកភាព ពួកគាត់ រៀបចំ ឯកសារ ដាក់ពាក្យ សុំ បាតុកម្ម ទីលាន ប្រជាធិបតេយ្យ រដ្ឋបាល រាជធានី ភ្នំពេញ ជាថ្មី ដើម្បីឱ្យ មន្ត្រី ពិនិត្យ បន្ត,positive
បាន guterres បាន ជំរុញ ទីក្រុង ព្យុងយ៉ាង បន្ត កិច្ចចរចា ជាមួយ ភាគី ៗ ៕,positive
ភ្នំពេញ៖ ថ្ងៃទី៣០ ខែកញ្ញា ឆ្នាំ ២០២២ ឯកឧត្តម ឧត្តមសេនីយ៍ ឯក ហ៊ុន ម៉ាណែត អគ្គ មេបញ្ជាការ រង កងយោធពល ខេមរភូមិន្ទ មេបញ្ជាការ កងទ័ព ជើងគោក ថ្លែង ពិធី សម្ពោធ រោងចក្រ rmkh glove cambodia co ltd ទីក្រុង បាវិត រាជ រដ្ឋាភិបាល បាន ដាក់ចេញ វិធានការ ៗ ២,positive
ខ្ញុំ ចូលចិត្ត អាន សៀវភៅ ខ្ញុំ តែង ចំណេះដឹង តាមរយៈ សៀវភៅ,positive
សាក្សី ៩រូប តុលាការ កោះហៅ សាក្សី ៦នាក់ បាន ផ្តល់ សក្ខីកម្ម ជូន តុលាការ,positive
បញ្ហា ហ្នឹង ជា កត្តា នយោបាយ កម្ពុជា ការផ្ទេរ អំណាច ហ្នឹង,positive
កុមារ ឧស្សាហ៍ ព្យាយាម យល់ ៗ មិន បាន ងាយស្រួល ទេ,neutral
បាន ការសហការ ជាមួយ អង្គការ ក្រៅ រដ្ឋាភិបាល ស្រុក តាមរយៈ គម្រោង កម្មវិធី ផ្សេង ៗ ផ្តល់ ប្រាក់ កម្ចី ជំនួយ ជំនួយ បច្ចេកទេស ផ្តោត ការអភិវឌ្ឍន៍ ខេត្ត តំបន់ ជនបទ,positive
កីឡាករ ពេជ្រ សម្បត្តិ ជា ប្រដាល់ វ័យ ក្មេង ល្បីល្បាញ តាមរយៈ ការប្រើ កណ្តាប់ដៃ ពិឃាត ទម្ងន់ ធ្ងន់ លឿន រហ័ស ច្បាស់ ចំ គោលដៅ កម្លាំង ស៊ុហ្វ សត្វ ក្របី ព្រៃ,positive
កម្មវិធី រៀបចំ វិទ្យាស្ថាន the employer branding institute world hrd & congress and star of the industry group ពានរង្វាន់ ជា ការផ្តល់ តំលៃ ខ្ពស់ ក្រុមហ៊ុន នានា អាស៊ី បាន បង្ហាញ ស្នាដៃ ជា និយោជក ឆ្នើម តាមរយៈ យុទ្ធសាស្ត រ គ្រប់គ្រង បណ្តុះបណ្តាល អភិវឌ្ឍន៍ ធនធាន មនុស្ស ប្រកបដោយ ការច្នៃប្រឌិត ប្រសិទ្ធភាព ខ្ពស់,positive
ទោះ កីឡាករ cristiano ronaldo មើលឃើញ ទម្រង់ លេង ខ្សែ ប្រយុទ្ធ ឆ្នើម រូប ធ្លាក់ ជើង ខ្លាំង នៅឡើយ តែង ស្ថិត កៅអី បម្រុង ស្ទើរតែ ការប្រកួត,negative
ករណី ការជួល ដី ជា លក្ខណៈ ប្រវាស់ ធ្វើឡើង កសិករ ដី ច្រើន ការខ្វះខាត កម្លាំង ពលកម្ម គ្រួសារ ផ្តល់ ដី ឲ្យ កសិករ កម្លាំង ពលកម្ម ភូមិ ការបែងចែក ផលិតផល ច្រូត កាត់,negative
ជាមួយនឹង ការចាប់ បាន សារធាតុ ញៀន សមត្ថ បាន រឹបអូស ជនសង្ស័យ កាំ ភ្លើង ខ្លី ដើម គ្រាប់បែក ១គ្រាប់ សម្ភារៈ ដទៃ បំរើដល់ ការដឹកជញ្ជូន គ្រឿង ញៀន,positive
សម្តេច បាន បន្ត ដឹង មុខ ក្រុម អ្នកឯង ជា ក្រុម ជ្រុល ឥឡូវ ខ្ញុំ ប្រើ ពាក្យ ប្រឆាំង បទ ឈប់ បាញ់ ចង់ឱ្យ មនុស្ស ស្លាប់ របួស ដោយសារ សង្គ្រាម ឯង ឆ្លើយ,negative
